LANGUAGE,"English","Czech","German","Polish","Russian","French","Spanish","Italian"
STR_XBOX_LIVE_FREQUENCY_BIANNUALLY,"Your account will be charged this amount every billing cycle. Each billing cycle begins on the day of the biannual that you originally subscribed to Xbox Live and lasts 1 biannual. Prices are subject to change. If there is a change in the service fee, you will be notified by email at least 30 days in advance.","Z vašeho účtu bude v každém platebním období odečtena tato částka. Platební období začíná vždy v den, kdy jste se poprvé přihlásili ke službě Xbox Live, a trvá 1 pololetí. Ceník podléhá změnám. Dojde-li ke změně poplatku, budete informováni e-mailem alespoň 30 dní předem.","Dieser Betrag wird jeweils pro Rechnungszyklus von Ihrem Konto abgebucht. Jeder Rechnungszyklus beginnt an dem Tag des Halbjahres, an dem Sie Xbox Live abonniert haben und dauert 1 Halbjahr. Preisänderungen vorbehalten. Falls sich die Dienstgebühren ändern, werden Sie mindestens 30 Tage vorher per E-Mail darüber informiert.","Your account will be charged this amount every billing cycle. Each billing cycle begins on the day of the biannual that you originally subscribed to Xbox Live and lasts 1 biannual. Prices are subject to change. If there is a change in the service fee, you will be notified by email at least 30 days in advance.","Со счета вашей учетной записи будет вычитаться данная сумма - раз в платежный цикл. Платежный цикл начинается в тот день полугодия, когда вы впервые подписались на Xbox Live, и продолжается 1 полугодие. Цены могут изменяться. Если имеют место какие-то изменения в отчислениях, вы будете уведомлены по электронной почте по крайней мере за 30 дней.","Ce montant sera débité de votre compte à chaque période de facturation. Chaque période de facturation débute le jour du semestre où vous vous êtes abonné à Xbox Live et dure 1 semestre. Les tarifs d'abonnement sont sujets à modification. Tout changement de tarif vous sera communiqué par courrier électronique au moins 30 jours à l'avance.","Se descontará de tu cuenta esta cantidad por cada período de facturación. Cada período de facturación comienza el día del período bianual en que te suscribiste originalmente a Xbox Live, y dura dos años. Los precios están sujetos a posibles cambios. Si modificáramos el precio del servicio, te lo comunicaríamos por e-mail con al menos 30 días de antelación.","Questa somma verrà dedotta dal tuo conto a ogni ciclo di fatturazione. L’inizio del ciclo di fatturazione corrisponde al giorno del semestre in cui ti sei abbonato a Xbox Live e dura 6 mesi. I prezzi sono soggetti a modifiche. In caso di modifica della tariffa del servizio, verrai avvisato tramite e-mail con almeno 30 giorni di anticipo."
STR_XBOX_LIVE_FREQUENCY_ANNUALLY,"Your account will be charged this amount every billing cycle. Each billing cycle begins on the day of the year that you originally subscribed to Xbox Live and lasts 1 year. Prices are subject to change. If there is a change in the service fee, you will be notified by email at least 30 days in advance.","Z vašeho účtu bude v každém platebním období odečtena tato částka. Platební období začíná vždy v den, kdy jste se poprvé přihlásili ke službě Xbox Live, a trvá 1 rok. Ceník podléhá změnám. Dojde-li ke změně poplatku, budete informováni e-mailem alespoň 30 dní předem.","Dieser Betrag wird jeweils pro Rechnungszyklus von Ihrem Konto abgebucht. Jeder Rechnungszyklus beginnt an dem Tag des Jahres, an dem Sie Xbox Live abonniert haben und dauert 1 Jahr. Preisänderungen vorbehalten. Falls sich die Dienstgebühren ändern, werden Sie mindestens 30 Tage vorher per E-Mail darüber informiert.","Your account will be charged this amount every billing cycle. Each billing cycle begins on the day of the year that you originally subscribed to Xbox Live and lasts 1 year. Prices are subject to change. If there is a change in the service fee, you will be notified by email at least 30 days in advance.","Со счета вашей учетной записи будет вычитаться данная сумма - раз в платежный цикл. Платежный цикл начинается в тот день года, когда вы впервые подписались на Xbox Live, и продолжается 1 год. Цены могут изменяться. Если имеют место какие-то изменения в отчислениях, вы будете уведомлены по электронной почте по крайней мере за 30 дней.","Ce montant sera débité de votre compte à chaque période de facturation. Chaque période de facturation débute le jour de l'année où vous vous êtes abonné à Xbox Live et dure 1 an. Les tarifs d'abonnement sont sujets à modification. Tout changement de tarif vous sera communiqué par courrier électronique au moins 30 jours à l'avance.","Se descontará de tu cuenta esta cantidad por cada período de facturación. Cada período de facturación comienza el día del año en que te suscribiste originalmente a Xbox Live, y dura 1 año. Los precios están sujetos a posibles cambios. Si modificáramos el precio del servicio, te lo comunicaríamos por e-mail con al menos 30 días de antelación.","Questa somma verrà dedotta dal tuo conto a ogni ciclo di fatturazione. L’inizio del ciclo di fatturazione corrisponde al giorno dell’anno in cui ti sei abbonato a Xbox Live e dura 1 anno. I prezzi sono soggetti a modifiche. In caso di modifica della tariffa del servizio, verrai avvisato tramite e-mail con almeno 30 giorni di anticipo."
STR_MSG_CONFIRM_PURCHASE_SUBSCRIBTION,"Are you sure you want to purchase the subscription?","Skutečně chcete zaplatit předplatné?","Sind Sie sicher?","Czy na pewno chcesz zakupić subskrybcję?","Вы уверены, что хотите приобрести эту подписку?","Vraiment procéder à l'abonnement ?","¿Seguro que quieres comprar la suscripción?","Sei sicuro di voler acquistare l’abbonamento?"
STR_MSG_CONFIRM_PURCHASE_CONTENT,"Are you sure you want to purchase the content?","Skutečně chcete zakoupit obsah?","Sind Sie sicher?","Are you sure you want to purchase the content?","Вы уверены в том, что хотите приобрести эти данные?","Vraiment acheter ce contenu ?","¿Seguro que quieres comprar los contenidos?","Sei sicuro di voler acquistare il contenuto?"
STR_MSG_CONFIRM_CANCEL_SUBSCRIBTION,"Are you sure you want to cancel the subscription?","Skutečně chcete zrušit předplatné?","Sind Sie sicher?","Are you sure you want to cancel the subscription?","Вы уверены в том, что хотите отменить эту подписку?","Vraiment résilier l'abonnement ?","¿Seguro que quieres cancelar la suscripción?","Sei sicuro di voler cancellare l’abbonamento?"
STR_MSG_CONFIRM_INSTALL_ABORT,"Are you sure you want to cancel the download of this content?","Skutečně chcete zrušit stahování tohoto obsahu?","Wollen Sie den Download diese Inhaltes wirklich abbrechen?","Are you sure you want to cancel the download of this content?","Вы уверены в том, что хотите отменить загрузку этих данных?","Vraiment annuler le téléchargement de ce contenu ?","¿Seguro que quieres cancelar la descarga de estos contenidos?","Sei sicuro di voler annullare il download di questo contenuto?"
STR_MSG_PURCHASE_FAILED,"Purchase failed.","Zakoupení selhalo.","Kauf gescheitert.","Purchase failed.","Покупка не удалась.","Échec de l'achat.","Error al comprar.","Acquisto non riuscito."
STR_MSG_SUBSCRIPTION_SUCCEEDED,"Subscription purchased.","Předplatné zaplaceno.","Abonnement erworben.","Subscription purchased.","Подписка приобретена.","Abonnement effectué.","Subscripción adquirida.","Abbonamento acquistato."
STR_MSG_CANCEL_SUBSCRIPTION_FAILED,"Cancel subscription failed.","Zrušit nezaplacené předplatné.","Abbestellen des Abonnements gescheitert.","Cancel subscription failed.","Не удалось отменить подписку.","Échec de la résiliation d'abonnement.","Error al cancelar la suscripción.","Annullamento abbonamento non riuscito."
STR_MSG_CANCEL_SUBSCRIPTION_SUCCEEDED,"Subscription cancelled.","Předplatné zrušeno.","Abonnement abbestellt.","Subscription cancelled.","Подписка успешно отменена.","Abonnement résilié.","Suscripción cancelada.","Abbonamento annullato."
STR_MSG_INSTALL_SUCCEEDED,"Content installed.","Obsah nainstalován.","Inhalt installiert.","Content installed.","Данные установлены.","Contenu installé.","Contenidos instalados.","Contenuto installato."
STR_XBOX_PURCHASING_CONTENT,"Purchasing content. Please do not turn off your Xbox.","Probíhá nákup obsahu. Nyní prosím konzoli Xbox nevypínejte.","Inhalt wird erworben. Bitte die Xbox nicht ausschalten.","Purchasing content. Please do not turn off your Xbox.","Приобретаются данные. Пожалуйста, не отключайте вашу приставку Xbox.","Achat de contenu en cours. Ne pas éteindre la console Xbox.","Comprando contenidos. No apagues la consola Xbox.","Acquisto contenuto in corso. Non spegnere Xbox."
STR_XBOX_CANCELLING_SUBSCTIPTION,"Cancelling subscription. Please do not turn off your Xbox.","Ruším předplatné. Nyní prosím konzoli Xbox nevypínejte.","Abonnement wird abbestellt. Bitte die Xbox nicht ausschalten.","Cancelling subscription. Please do not turn off your Xbox.","Отмена подписки. Пожалуйста, не выключайте Xbox","Résiliation d'abonnement. Ne pas éteindre la console Xbox.","Cancelando suscripción. No apagues la consola Xbox.","Annullamento abbonamento in corso. Non spegnere Xbox."
STR_XBOX_HINT_BILLING_DISABLED,"Billing permissions disabled for this account.","Tento účet není oprávněn provádět platby.","Rechnungsgenehmigungen für dieses Konto deaktiviert.","Billing permissions disabled for this account.","Разрешения на выписку счета для данной учетной записи отключены.","Autorisations de facturation désactivées pour ce compte.","Permiso de facturación desactivado para esta cuenta.","Permesso fatturazione non attivo su questo account."
STR_XBOX_HINT_ENABLE_ALL,"%1 Enable all","%1 Povolit všechny","%1 Alle aktivieren","%1 Enable all","%1 Включить все","%1 Tout activer","%1 Activar todo","%1 Attiva tutti"
STR_XBOX_HINT_DISABLE_ALL,"%1 Disable all","%1 Zakázat všechny","%1 Alle deaktivieren","%1 Disable all","%1 Отключить все","%1 Tout désactiver","%1 Desactivar todo","%1 Disattiva tutti"
STR_XBOX_QUESTION_DELETE_MISSION,"Are you sure you want to delete mission: '%s'?","Skutečně chcete zrušit misi: '%s'?","Wollen Sie wirklich den Einsatz: '%s' löschen?","Are you sure you want to delete mission: '%s'?","Вы уверены, что хотите стереть задание '%s'?","Vraiment supprimer la mission ""%s"" ?","¿Seguro que quieres eliminar la misión: '%s'?","Sei sicuro di voler eliminare la missione: “%s”?"
STR_XBOX_QUESTION_DELETE_PROFILE,"This will remove settings, missions, and savegames. Are you sure you want to delete the user profile for: '%s'?","Zrušíte nastavení, mise a uložené hry. Skutečně chcete zrušit profil hráče: '%s'?","Entfernt Einstellungen, Einsätze und Spielstände. Sind Sie sicher, dass Sie das Profil: %s löschen möchten?","This will remove settings, missions, and savegames. Are you sure you want to delete the user profile for: '%s'?","Будут стерты установки, задания и сохраненные игры. Вы точно хотите стереть профиль для '%s'?","Ceci supprimera les paramètres, missions et sauvegardes de partie. Vraiment supprimer le profil utilisateur ""%s"" ?","Se eliminará la configuración, las misiones y las partidas guardadas. ¿Seguro que quieres eliminar el perfil de usuario para: '%s'?","In questo modo cancellerai impostazioni, missioni e partite salvate. Sei sicuro di voler eliminare il profile utente per: “%s”?"
STR_XBOX_QUESTION_RESTART_MISSION,"You are attempting to restart the mission. Your progress and all saves from this mission will be lost.","Pokoušíte se restartovat misi. Vaše předchozí výsledky budou zrušeny.","Sie versuchen, diesen Einsatz erneut zu starten. Fortschritt und Spielstände dieses Einsatzes gehen dadurch verloren.","Chcesz wrócić do wcześniejszego punktu w kampanii? Informacje o postępie w grze zostaną utracone.","Вы пытаетесь перезапустить задание. Ваш прогресс и все сохраненные игры из этого задания будут потеряны.","Vous tentez de relancer la mission. La progression et toutes les sauvegardes de cette mission seront perdues.","Estás intentando reiniciar la misión. Se perderán tus progresos y todas las partidas guardadas de esta misión.","Stai cercando di ricominciare la missione. I tuoi progressi e tutti i salvataggi di questa missione andranno persi."
STR_XBOX_QUESTION_ABORT_MISSION,"You are attempting to abort the mission. Your progress and all saves from this mission will be lost. Are you sure?","Pokoušíte se zrušit misi. Vaše předchozí výsledky budou zrušeny. Jste si jisti?","Sie versuchen, diesen Einsatz abzubrechen. Fortschritt und Spielstände dieses Einsatzes gehen dadurch verloren. Sind Sie sicher?","Chcesz wrócić do wcześniejszego punktu w kampanii? Informacje o postępie w grze zostaną utracone.","Все сохранения этого задания будут потеряны. Вы уверены, что хотите выйти?","Vous tentez d'abandonner la mission. La progression et toutes les sauvegardes de cette mission seront perdues. Continuer ?","Estás intentando abortar la misión. Se perderán tus progresos y todas las partidas guardadas de esta misión. ¿Estás seguro?","Stai cercando di abbandonare la missione. I tuoi progressi e tutti i salvataggi di questa missione andranno persi. Sei sicuro?"
STR_XBOX_QUESTION_DELETE_SAVE,"Are you sure you want to delete the saved game: '%s'?","Skutečně chcete smazat uloženou hru: '%s'?","Wollen Sie den Spielstand '%s' wirklich löschen?","Czy na pewno chcesz skasować grę: '%s'?","Вы уверены, что хотите стереть сохраненную игру: '%s'?","Vraiment supprimer la sauvegarde de partie ""%s"" ?","¿Seguro que quieres eliminar la partida guardada: '%s'?","Sei sicuro di voler eliminare la partita salvata: “%s”?"
STR_DISP_REVERT_QUESTION,"You are attempting to revert to an earlier point in your campaign. Information about your progress and any saves after this point will be lost.","Vracíte se k předchozí fázi kampaně. Dosažené výsledky a uložené pozice za tímto bodem budou smazány.","Sie versuchen zu einem früheren Zeitpunkt der Kampagne zurückzuspulen. Informationen über Ihren Fortschritt und alle Speicherstände hinter diesem Punkt werden verloren gehen.","Chcesz wrócić do wcześniejszego punktu w kampanii? Informacje o postępie w grze zostaną utracone.","Вы хотите вернуться к раннему эпизоду кампании. Ваша информация и сохраненные игры после этого места будут утрачены.","Vous tentez de revenir à un point antérieur de la campagne. Les informations relatives à la progression et les sauvegardes postérieures à ce point seront perdues.","Estás intentando volver a un punto anterior de tu campaña. Se perderá la información, progresos y fragmentos guardados posteriores a este punto.","Stai cercando di tornare ad un punto precedente nella tua campagna. Le informazioni sui tuoi progressi e qualunque salvataggio dopo questo punto andranno persi."
STR_XBOX_QUESTION_LOAD,"Your progress will be lost. Are you sure you want to load?","Přijdete o veškeré výsledky, jichž jste dosáhli. Skutečně chcete hru nahrát?","Ihre Fortschritte gehen verloren. Sind Sie sicher, dass Sie laden wollen?","Twoje postępy zostaną utracone. Czy na pewno chcesz wczytać?","Ваш прогресс будет потерян. Вы уверены, что хотите загрузиться?","Votre progression sera perdue. Vraiment charger ?","Se perderán tus progresos. ¿Seguro que quieres cargar?","I tuoi progressi andranno persi. Sei sicuro di voler caricare?"
STR_XBOX_QUESTION_DELETE_UNKNOWN,"Are you sure you want to delete '%s'?","Skutečně chcete zrušit '%s'?","Möchten Sie '%s' wirklich löschen?","Czy na pewno chcesz skasować '%s'?","Вы уверены, что хотите стереть '%s'?","Vraiment supprimer ""%s"" ?","¿Seguro que quieres borrar ‘%s’?","Sei sicuro di voler eliminare “%s”?"
STR_XBOX_TESTING_NETWORK_CONDITIONS,"Testing Network Conditions ...","Testování stavu sítě…","Netzwerkverbindung wird überprüft ...","Testowanie ustawień sieci ...","Тестируется работа сети...","Test de l'état du réseau...","Comprobando condiciones de red...","Test condizioni di rete in corso..."
STR_MENU_UNITS,"Select units","Vybrat jednotky","Einheiten auswählen","Wybierz jednostki","Выбрать отряды","Sélection des unités","Seleccionar unidades","Seleziona unità"
STR_MENU_UNITS_ALL,"Everybody","Všichni","Alle","Wszyscy","Все","Tout le monde","Todos","Tutte"
STR_TEAM_MAIN,"White","Bílý","Weiß","Biały","Белые","Blanche","Blanco","Bianca"
STR_TEAM_RED,"Red","Červený","Rot","Czerwony","Красные","Rouge","Rojo","Rossa"
STR_TEAM_GREEN,"Green","Zelený","Grün","Zielony","Зеленые","Verte","Verde","Verde"
STR_TEAM_BLUE,"Blue","Modrý","Blau","Niebieski","Синие","Bleue","Azul","Blu"
STR_TEAM_YELLOW,"Yellow","Žlutý","Gelb","Żółty","Желтые","Jaune","Amarillo","Gialla"
STR_MY_VEHICLE,"My","Můj","Mein","Mój","Мой","Mon/ma","Mi","Mio"
STR_FORMATION,"Formation","Formace","Formation","Szyk","Боевой порядок","Formation","Formación","Formazione"
STR_REPLY,"Reply","Odpověď","Antworten","Odpowiedź","Ответить","Réponse","Responder","Risposta"
STR_STATUS,"Status","Stav","Status","Status","Статус","Situation","Estado","Situazione"
STR_NAME_FORMAT_SETTINGS,"%s settings","%s nastavení","%s Einstellungen","%s ustawienia","%s установки","%s paramètres","%s configuración","%s impostazioni"
STR_NAME_FORMAT_SAVE_MISSION,"%s (%s) save","%s (%s) uložit","%s (%s) Speichern","%s (%s) zapis","%s (%s) сохранение","%s (%s) sauvegarde","%s (%s) guardar","%s (%s) salvataggio"
STR_NAME_FORMAT_SAVE_CAMPAIGN,"%s (%s) save","%s (%s) uložit","%s (%s) Speichern","%s (%s) zapis","%s (%s) сохранение","%s (%s) sauvegarde","%s (%s) guardar","%s (%s) salvataggio"
STR_NAME_FORMAT_SAVE_USER_MISSION,"%s (%s) user mission save","%s (%s) uložit uživatelskou misi","%s (%s) Benutzerdefinierten Einsatz speichern","%s (%s) zapis misji użytkownika","%s (%s) сохранение задания пользователя","%s (%s) sauvegarde mission util.","%s (%s) guardar misión de usuario","%s (%s) salvataggio missione utente"
STR_NAME_FORMAT_USER_MISSION_SP,"%s (%s) mission","%s (%s) mise","%s (%s) Einsatz","%s (%s) misja","%s (%s) задание","%s (%s) mission","%s (%s) misión","%s (%s) missione"
STR_NAME_FORMAT_USER_MISSION_MP,"%s (%s) MP mission","%s (%s) mise VP","%s (%s) MS-Einsatz","%s (%s) misja wieloosobowa","%s (%s) сетевое задание","%s (%s) mission MJ","%s (%s) misión MJ","%s (%s) missione MG"
STR_GETOUT_IM,"Disembark","Vystoupit","Verlassen","Wysiadać","Высадиться","Débarquer","Desembarcar","Scendi"
STR_LOCKED_MISSION,"Locked content","Uzamčený obsah","Gesperrter Inhalt","Zawartość zablokowana","Недоступно","Contenu verrouillé","Contenido bloqueado","Contenuto bloccato"
STR_XBOX_SHOW_FRIEND,"%1 Show friends only","%1 Zobrazit pouze přátele","%1 Nur Freunde anzeigen","%1 Pokaż tylko przyjaciół","%1 Показывать только друзей","%1 Afficher amis seuls","%1 Mostrar sólo amigos","%1 Mostra solo amici"
STR_XBOX_SHOW_PLAYERS,"%1 Show all players","%1 Zobrazit všechny hráče","%1 Alle Spieler anzeigen","%1 Pokaż wszystkich graczy","%1 Показывать всех игроков","%1 Afficher tous joueurs","%1 Mostrar todos los jugadores","%1 Mostra tutti i giocatori"
STR_XBOX_DISABLE_ALL_AI,"%1 Disable all AI players","%1 Zakázat všechny AI","%1 Alle KI-Spieler deaktivieren","%1 Zablokuj wszystkich graczy SI","%1 Отключить всех ИИ игроков","%1 Désactiver tous joueurs IA","%1 Desactivar todos los jugadores de IA","%1 Disattiva tutti i giocatori IA"
STR_XBOX_ENABLE_ALL_AI,"%1 Enable all AI players","%1 Povolit všechny AI","%1 Alle KI-Spieler aktivieren","%1 Odblokuj wszystkich graczy SI","%1 Включить всех ИИ игроков","%1 Activer tous joueurs IA","%1 Activar todos los jugadores de IA","%1 Attiva tutti i giocatori IA"
STR_XBOX_ALL_ASSIGNED,"All players assigned","Všichni hráči přiřazeni","Alle Spieler zugewiesen","Wszyscy gracze przydzieleni","Все игроки приписаны","Tous joueurs affectés","Todos los jugadores asignados","Tutti i giocatori assegnati"
STR_XBOX_ASSIGN_ALL,"%1 Assign all players","%1 Přiřadit všechny hráče","%1 Alle Spieler zuweisen","%1 Przydziel wszystkich graczy","%1 приписать всех игроков","%1 Affecter tous joueurs","%1 Asignar todos los jugadores","%1 Assegna tutti i giocatori"
STR_XBOX_UPLOAD_NOW,"%1 Upload now","%1 Nahrát nyní","%1 Jetzt hochladen","%1 Załaduj teraz","%1 Закачать сейчас","%1 Envoyer","%1 Cargar ahora","%1 Carica ora"
STR_XBOX_WIZARD_MY_MISSIONS,"My Missions","Mé mise","Meine Missionen","Moje misje","Мои задания","Mes missions","Mis misiones","Le mie missioni"
STR_LOAD_FAILED,"Unable to load '%s'.","Nelze nahrát '%s'.","'%s' kann nicht geladen werden.","Nie można wczytać '%s'.","Невозможно загрузить '%s'","Chargement de ""%s"" impossible.","Imposible cargar ‘%s’.","Caricamento di “%s” non riuscito."
STR_XBOX_HINT_IGNORE,"%1 Ignore","%1 Ignorovat","%1 Ignorieren","%1 Ignoruj","%1 Игнорировать","%1 Ignorer","%1 Ignorar","%1 Ignora"
STR_XBOX_HINT_REMOVE,"%1 Remove","%1 Odebrat","%1 Entfernen","%1 Usuń","%1 Удалить","%1 Retirer","%1 Eliminar","%1 Rimuovi"
STR_XBOX_HINT_FREE_BLOCKS,"%1 Free blocks","%1 Volné bloky","%1 Freie Blöcke","%1 Free blocks","%1 Свободных блоков","%1 Blocs libres","%1 Bloques libres","%1 Libera blocchi"
STR_XBOX_VOICE_COMMUNICATOR,"Communicator","Komunikátor","Kommunikator","Communicator","Коммуникатор","Communicator","Comunicador","Communicator"
STR_XBOX_VOICE_SPEAKERS,"Speakers","Reproduktory","Lautsprecher","Speakers","Колонки","Haut-parleurs","Voces","Casse"
STR_BRIEF_SCORE_MP,"Score:","Skóre:","Punkte:","Wynik:","Счет:","Score :","Puntos:","Punteggio:"
STR_LOAD_FORMAT,"Load (%d/%d/%d %d:%02d)","Nahrát (%d/%d/%d %d:%02d)","Laden (%d/%d/%d %d:%02d)","Wczytaj (%d/%d/%d %d:%02d)","Загрузить (%d/%d/%d %d:%02d)","Charger (%d/%d/%d %d:%02d)","Cargar (%d/%d/%d %d:%02d)","Carica (%d/%d/%d %d:%02d)"
STR_RETRY_FORMAT,"Retry (%d/%d/%d %d:%02d)","Opakovat (%d/%d/%d %d:%02d)","Erneut versuchen (%d/%d/%d %d:%02d)","Ponów (%d/%d/%d %d:%02d)","Повтор (%d/%d/%d %d:%02d)","Réessayer (%d/%d/%d %d:%02d)","Reintentar (%d/%d/%d %d:%02d)","Riprova (%d/%d/%d %d:%02d)"
STR_SAVE_AND_ABORT,"Save And Abort","Uložit a zrušit","Speichern und beenden","Zapisz i wyjdź","Сохраниться и отменить","Sauvegarder et abandonner","Guardar y abortar","Salva e abbandona"
STR_CORRUPTED_MISSION,"Damaged: %s","Poškozeno: %s","Beschädigt: %s","Uszkodzony: %s","Повреждено: %s","Endommagé : %s","Dañado: %s","Danneggiata: %s"
STR_CORRUPTED_IDENTITY,"Damaged: %s","Poškozeno: %s","Beschädigt: %s","Uszkodzony: %s","Повреждено: %s","Endommagé : %s","Dañado: %s","Danneggiata: %s"
STR_CORRUPTED_SAVE,"Damaged: %s","Poškozeno: %s","Beschädigt: %s","Uszkodzony: %s","Повреждено: %s","Endommagé : %s","Dañado: %s","Danneggiato: %s"
STR_XBOX_VOICE_GAME_INVITE,"Game Invite","Pozvánka do hry","Spiel Einladung","Zaproszenie do gry","Приглашение в игру","Invitation à un jeu","Invitación a partida","Invito partita"
STR_XBOX_VOICE_FRIEND_REQUEST,"Friend Request","Žádost o přátelství","Freund Anfrage","Friend Request","Дружеский запрос","Requête d'ami","Solicitud de amigo","Richiesta amico"
STR_XBOX_VOICE_RECORD,"Record message","Zaznamenat zprávu","Nachricht aufzeichnen","Nagraj wiadomość","Записать сообщение","Enregistrer message","Grabar mensaje","Registra messaggio"
STR_XBOX_VOICE_STOP,"Stop","Stop","Stop","Stop","Стоп","Arrêt","Detener","Ferma"
STR_XBOX_VOICE_PLAY,"Play Message","Přehrát zprávu","Nachricht abspielen","Odtwórz wiadomość","Проиграть сообщение","Lire message","Reproducir mensaje","Riproduci messaggio"
STR_DISP_MAIN_LIVE,"XBOX LIVE","XBOX LIVE","XBOX LIVE","XBOX LIVE","XBOX LIVE","XBOX LIVE","XBOX LIVE","XBOX LIVE"
STR_SIDE_UNKNOWN,"Unknown side","Neznámá strana","Unbekannte Seite","Nieustalona strona","Неизвестная сторона","Camp inconnu","Lado desconocido","Fazione sconosciuta"
STR_XBOX_COLLAPSE,"%1 Collapse","%1 Sbalit","%1 Minimieren","%1 Collapse","%1 Провал","%1 Contracter","%1 Colapso","%1 Riduci"
STR_XBOX_EXPAND,"%1 Expand","%1 Rozbalit","%1 Maximieren","%1 Expand","%1 Расширить","%1 Développer","%1 Ampliar","%1 Espandi"
STR_MISSION_WIZARD_LIMIT,"Construction points limit exceeded.","Limit konstrukčních bodů překročen.","Konstruktionpunkte verbraucht.","Przekroczonio limik punktów konstrukcji.","Лимит очков строительства превышен.","Limite de points de construction dépassée","Superado límite de puntos de construcción.","Limite punti di costruzione superato."
STR_MISSION_WIZARD_POINTS,"Construction points: %d","Konstrukční body: %d","Konstruktionpunkte: %d","Punkty konstrukcji: %d","Очки строительства %d","Points de construction : %d","Puntos de construcción: %d","Punti di costruzione: %d"
STR_RESPAWN_MESSAGE,"Wait %.0f seconds to continue playing","Čekejte %.0f sekund, než bude hra pokračovat","%.0f Sekunden warten um weiterzuspielen","Odczekaj %.0f sekund, zanim zaczniesz grać dalej","Осталось %.0f сек. до продолжения игры..","Attendre %.0f secondes avant de continuer à jouer","Espera %.0f segundos para seguir jugando","Aspetta %.0f secondi per continuare a giocare"
STR_DISP_XBOX_MESSAGE_SAVING_DONT_TURN_OFF,"Saving game. Please wait.","Ukládání hry. Čekejte, prosím.","Spiel wird gespeichert. Bitte warten.","Zapisywanie gry. Proszę czekać.","Сохранение. Подождите.","Sauvegarde. Un instant...","Guardando partida. Espera un momento.","Salvataggio partita in corso..."
STR_DISP_XBOX_MESSAGE_SAVING_USER_DONT_TURN_OFF,"Saving game. Please wait.","Ukládání hry. Čekejte, prosím.","Spiel wird gespeichert. Bitte warten.","Zapisywanie gry. Proszę czekać..","Сохранение игры. Пожалуйста, подождите.","Sauvegarde. Un instant...","Guardando partida. Espera un momento.","Salvataggio partita in corso..."
STR_DISP_XBOX_MESSAGE_SAVING_NOT_SPACE,"You have reached the maximum saved games. You must delete some saved games before you can save more games.","Byl uložen maximální počet her. Chcete-li uložit další hru, musíte některou z uložených her smazat.","Sie haben die maximala Anzahl Speicherstände erreicht. Sie müssen einige Speicherstände löschen bevor Sie neue anlegen können.","Osiągnąłeś maksymalną liczbe dostępnych zapisów. Musisz skasować niektóre zapisy aby zwolnić miejsce na nowe.","Вы достигли максимального числа сохранений. Чтобы сохраниться, придется стереть некоторые из уже существующих файлов.","Vous avez atteint le nombre maximal de parties sauvegardées. Vous devez supprimer certaines parties avant de pouvoir en sauvegarder de nouvelles.","Has llegado al máximo de partidas guardadas. Para poder guardar más partidas, tienes que borrar partidas guardadas.","Hai raggiunto il numero massimo di partite salvate. Devi eliminare delle partite salvate prima di poterne salvare altre."
STR_XBOX_HINT_FREE_SLOTS,"%1 Free slots","%1 volných pozic","%1 Freie Slots","%1 Free slots","%1 Свободных ячеек","%1 Emplacements libres","%1 Huecos libres","%1 Posizioni libere"
STR_XBOX_HINT_MISSION_RESTART,"%1 Play mission from the beginning.","%1 Hrát misi od začátku.","%1 Einsatz von Anfang an spielen.","%1 Play mission from the beginning.","%1 Переиграть задание с начала","%1 Jouer la mission depuis le début.","%1 Jugar misión desde el principio.","%1 Gioca missione dall’inizio."
STR_XBOX_HINT_MISSION_RETRY,"%1 Play mission from last checkpoint.","%1 Hrát misi od posledního uložení.","%1 Einsatz vom letzten Checkpoint an spielen.","%1 Play mission from last checkpoint.","%1 Играть задание с последней отметки","%1 Jouer la mission depuis le dernier contrôle.","%1 Jugar misión desde el último punto de control.","%1 Gioca missione dall’ultimo checkpoint."
STR_DS_SERVER_CREATED,"Dedicated host created.","Byl vytvořen dedikovaný server.","Dezidierten Host erstellt.","Utworzono dedykowanego hosta.","Создан выделенный сервер.","Hôte dédié créé.","Creado anfitrión exclusivo.","Host dedicato creato."
STR_DS_SERVER_CREATE_FAIL,"Cannot start host on port %d.","Nelze spustit server na portu %d.","Kann Host auf Port %d nicht starten.","Nie można uruchomić hosta na porcie %d.","Не могу запустить сервер с портом %d!","Impossible de lancer l'hôte sur le port %d.","No se puede inciar el anfitrión en el puerto %d.","Non è possibile iniziare ad ospitare sulla porta %d."
STR_DS_SERVER_FINISHED,"Dedicated host finished (SIGINT signal).","Dedikovaný server skončil (signál SIGINT).","Dezidierter Host beendet (SIGINT Signal).","Dedykowany host ukończony (sygnał SIGINT).","Выделенный сервер закончил работу (сигнал SIGINT).","Hôte dédié terminé (signal SIGINT).","Fin anfitrión exclusivo (señal SIGINT)","Host dedicato terminato (segnale SIGINT)."
STR_DS_SERVER_IDENTITY_CREATED,"Host identity created.","Identita serveru vytvořena.","Host Identität erstellt.","Stworzono tożsamość hosta.","Идентификатор сервера создан","Identité d'hôte créée.","Creada identidad del anfitrión.","Identità host creata."
STR_DS_PLAYER_CONNECTING,"Player %s connecting.","Hráč %s se připojuje.","Spieler %s verbindet.","Łączenie gracza %s.","Игрок %s соединяется.","Joueur %s en cours de connexion.","Jugador %s conectando.","Connessione giocatore %s in corso."
