LANGUAGE,"Czech","Polish"
STR_DN_MAN3,"»lovÏk 3","Cz≥owiek 3"
STR_DN_CIVILIAN,"Civilista","Cywil"
STR_DN_SOLDIER,"Voj·k","Øo≥nierz"
STR_DN_SOLDIERFAKE,"Voj·k (V˝ch uniforma.)","Øo≥nierz (mundur Zachodu)"
STR_DN_ESOLDIERFAKE,"Voj·k (Z·p.uniforma)","Øo≥nierz (mundur Wschodu)"
STR_DN_CIVILFAKE,"Voj·k (v civilu)","Øo≥nierz (w cywilu)"
STR_DN_SOLDIERCAPTIVE,"Zajatec","Jeniec"
STR_DN_CREW,"Pos·dka","Za≥oga"
STR_DN_PILOT,"Pilot","Pilot"
STR_DN_LAW_SOLDIER,"Lehk˝ raketometËÌk","Artylerzysta LAW"
STR_DN_CG_SOLDIER,"RaketometËÌk","Artylerzysta AT"
STR_DN_AA_SOLDIER,"AA voj·k","Artylerzysta AA"
STR_DN_GRENADIER,"Gran·tometËÌk","Grenadier"
STR_DN_MEDIC,"ZdravotnÌk","Lekarz"
STR_DN_MGUNNER,"KulometËÌk","Strzelec KM"
STR_DN_MORTAR,"MinometËÌk","Artylerzysta MTR"
STR_DN_SNIPER,"Ost¯elovaË","Snajper"
STR_DN_AT4_SNIPER,"AT ost¯elovaË","Snajper AT"
STR_DN_SABOTEUR,"SabotÈr","Sabotaøysta"
STR_DN_SABOTEURDAY,"SabotÈr (dennÌ)","Sabotaøysta (dzienny)"
STR_DN_PIPE_SABOTEUR,"SabotÈr (odp. bomba)","Miner"
STR_DN_MINER,"Miner","Saper"
STR_DN_GENERAL,"Gener·l","Genera≥"
STR_DN_ANGELINA,"Angelina","Angelina"
STR_DN_HELICOPTER,"VrtulnÌk","åmig≥owiec"
STR_DN_PLANE,"Letadlo","Samolot"
STR_DN_SHIP,"LoÔ","OkrÍt"
STR_DN_SMALL_SHIP,"Mal· loÔ","Ma≥y okrÍt"
STR_DN_BIG_SHIP,"Velk· loÔ","Wielki okrÍt"
STR_DN_JEEP,"DûÌp","Døip"
STR_DN_JEEP_MG,"DûÌp s kulometem","Døip z KM"
STR_DN_ASTON,"SportovnÌ v˘z","SamochÛd sportowy"
STR_DN_SKODA,"äkodovka","SamochÛd"
STR_DN_SKODA_YELLOW,"äkodovka (ûlut·)","SamochÛd (øÛ≥ty)"
STR_DN_SKODA_BLUE,"äkodovka (modr·)","SamochÛd (niebieski)"
STR_DN_SKODA_RED,"äkodovka (Ëerven·)","SamochÛd (czerwony)"
STR_DN_SKODA_GREEN,"äkodovka (zelen·)","SamochÛd (zielony)"
STR_DN_5T_TRUCK,"5t N·kladnÌ auto","CiÍøarÛwka"
STR_DN_5T_TRUCK_OPEN,"5t N·kladnÌ auto otev¯enÈ","CiÍøarÛwka otwarta"
STR_DN_REPAIT_TRUCK,"Oprav·renskÈ auto","CiÍøarÛwka naprawcza"
STR_DN_REAMMO_TRUCK,"MuniËnÌ auto","CiÍøarÛwka z amunicjπ"
STR_DN_REFUEL_TRUCK,"Cisterna","Cysterna"
STR_DN_OFFICER,"D˘stojnÌk","Oficer"
STR_DN_OFFICERNIGHT,"D˘stojnÌk (noËnÌ v˝stroj)","Oficer (ubiÛr nocny)"
STR_DN_M1A1,"M1A1","M1A1"
STR_DN_M1A1_AUTO,"M1A1 Auto","M1A1 Auto"
STR_DN_M60,"M60","M60"
STR_DN_M113,"M113","M113"
STR_DN_M113_AMB,"M113 Ambulance","M113 ambulans"
STR_DN_M2_MG,"Kulomet M2","Karabin maszynowy M2"
STR_DN_LST,"LST","LST"
STR_DN_MARK_II,"Mark II PBR","Mark II PBR"
STR_DN_MARK_II_AUTO,"Mark II PBR Auto","Mark II PBR Auto"
STR_DN_AH1,"AH1","AH1"
STR_DN_PARACHUTE,"Pad·k","Spadochroniarz"
STR_DN_UH60,"UH60","UH60"
STR_DN_UH60_MG,"UH60 s kulometem","UH60 z KM"
STR_DN_A10,"A10","A10"
STR_DN_UAZ,"UAZ","UAZ"
STR_DN_URAL,"Ural","Ural"
STR_DN_URAL_REPAIR,"Oprav·rensk˝ Ural","Ural naprawczy"
STR_DN_URAL_AMMO,"MuniËnÌ Ural","Ural z amunicjπ"
STR_DN_URAL_FUEL,"Cisterna Ural","Ural cysterna"
STR_DN_SCUD,"Scud","Scud"
STR_DN_RPG_SOLDIER,"Lehk˝ raketometËÌk","Artylerzysta RPG"
STR_DN_AT4_SOLDIER,"RaketometËÌk","Artylerzysta AT"
STR_DN_BMP,"BVP","BMP"
STR_DN_BMP_AMB,"BVP Ambulance","BMP ambulans"
STR_DN_T72,"T72","T72"
STR_DN_T80,"T80","T80"
STR_DN_T80_AUTO,"T80 Auto","T80 Auto"
STR_DN_ZSU,"äilka","Szy≥ka"
STR_DN_MI24,"Mi24","Mi24"
STR_DN_MI17,"Mi17","Mi17"
STR_DN_BOAT,"»lun","£Ûdü"
STR_DN_PV3S,"PV3S","PV3S"
STR_DN_PV3S_REPAIR,"Oprav·rensk· V3S","PV3S naprawczy"
STR_DN_PV3S_AMMO,"MuniËnÌ V3S","PV3S z amunicjπ"
STR_DN_PV3S_FUEL,"Cisterna V3S","PV3S cysterna"
STR_DN_PV3S_CIVIL,"CivilnÌ V3S","PV3S cywilny"
STR_DN_PAPER_CAR,"PapÌrovÈ auto","SamochÛd - makieta"
STR_DN_UAZG,"UAZG","UAZG"
STR_DN_T55,"T55","T55"
STR_DN_BOFORS,"Bofors","Bofors"
STR_DN_BUNKER,"Bunkr","Bunkier"
STR_DN_BUILDING,"Budova","Buldynek"
STR_DN_HOUSE,"D˘m","Dom"
STR_DN_TOWER,"VÏû","Wieøa"
STR_DN_TARGET,"CÌl","Cel"
STR_DN_ARMORED_TARGET,"ObrnÏn˝ cÌl","Cel opancerzony"
STR_DN_CHURCH,"Kostel","KoúciÛ≥"
STR_DN_CHAPEL,"Kaple","Kaplica"
STR_DN_HOSPITAL,"Nemocnice","Szpital"
STR_DN_FUEL_STATION,"»erpacÌ stanice","Stacja paliw"
STR_DN_FUEL_STATION_2,"»erpacÌ stanice (2)","Stacja paliw (2)"
STR_DN_FUEL_STATION_3,"»erpacÌ stanice (3)","Stacja paliw (3)"
STR_DN_DEPOT,"Sklad","Magazyn"
STR_DN_AMMO_DEPOT,"MuniËnÌ sklad","Magazyn amunicji"
STR_DN_REPAIR_DEPOT,"Opravna","Naprawa"
STR_DN_LOGIC,"Logick˝ Ëlen","Element logiczny"
STR_DN_FX_EXPLO_GROUND_1,"FxExploGround1","FxExploGround1"
STR_DN_FX_EXPLO_GROUND_2,"FxExploGround2","FxExploGround2"
STR_DN_FX_CARTRIDGE,"FxCartridge","FxCartridge"
STR_DN_AMMO_CRATES,"Bedny s municÌ","Skrzynki amunicji"
STR_DN_AMMO_CRATES_WEST,"Bedny s municÌ (z·padnÌ)","Skrzynki amunicji (Zachodu)"
STR_DN_AMMO_CRATES_EAST,"Bedny s municÌ (v˝chodnÌ)","Skrzynki amunicji (Wschodu)"
STR_DN_AMMO_CRATES_RES,"Bedny s municÌ (partyz·nskÈ)","Skrzynki amunicji (partyzantÛw)"
STR_DN_MACHINE_GUN,"Kulomet","Karabin maszynowy"
STR_DN_FLAG,"Vlajka","Flaga"
STR_DN_FIRE,"OhniötÏ","OgieÒ"
STR_DN_TARGET_EAST,"V˝chodnÌ cÌl","Cel E"
STR_DN_CESSNA_CRASH,"HavarovanÈ letadlo","Rozbity samolot"
STR_DN_TENT,"Stan","Namiot"
STR_DN_TENT_A,"Stan A","Namiot A"
STR_DN_TENT_OPEN,"Stan (otev¯en˝)","Namiot (otwarty)"
STR_DN_TENT_EAST,"V˝chodnÌ stan","Namiot Wschodu"
STR_DN_TENT_EAST_C,"V˝chodnÌ stan C","Namiot Wschodu C"
STR_DN_MASH,"PolnÌ nemocnice","Szpital polowy"
STR_DN_DEBUG_CUBE,"LadicÌ kostka","Kostka szukania b≥ÍdÛw"
STR_DN_FORTRESS_1,"Pevnost 1","Forteca 1"
STR_DN_GRAVE,"Hrob","GrÛb"
STR_DN_GRAVE_CROSS_1,"N·hrobnÌ k¯Ìû 1","Krzyø nagrobny 1"
STR_DN_GRAVE_CROSS_2,"N·hrobnÌ k¯Ìû 2","Krzyø nagrobny 2"
STR_DN_GRAVE_CROSS_HELMET,"N·hrobnÌ k¯Ìû s helmou","Krzyø nagrobny z he≥mem"
STR_DN_FENCE,"StÏna z pytl˘ L","Mur"
STR_DN_FENCE_WOOD,"StÏna z pytl˘","P≥ot"
STR_DN_WIRE,"Z·taras","Drut"
STR_DN_FENCE_WIRE,"Dr·tÏn˝ plot","P≥ot z drutu kolczastego"
STR_DN_BARREL,"Sud","Beczka"
STR_DN_BARRELS,"Sudy","Beczki"
STR_DN_BARREL_RED,"Sud (Ëerven˝)","Beczka (czerwona)"
STR_DN_BARREL_BROWN,"Sud (hnÏd˝)","Beczka (brπzowa)"
STR_DN_BARREL_WHITE,"Sud (bÌl˝)","Beczka (bia≥a)"
STR_DN_TABLE,"St˘l","StÛ≥"
STR_DN_TABLEMAP,"St˘l s mapou","StÛ≥ z mapπ"
STR_DN_TABLE_PUB,"St˘l (hospodsk˝)","StÛ≥ z gospody"
STR_DN_CHAIR,"éidle","Krzes≥o"
STR_DN_CHAIR_HANGAR,"éidle z hang·ru","Krzes≥o z hangaru"
STR_DN_CHAIR_SMALL,"éidliËka","Krzese≥ko"
STR_DN_DANGER,"Varov·nÌ!","NiebezpieczeÒstwo!"
STR_DN_CHAIR_X,"éidle X","Krzes≥o X"
STR_DN_VIDEO,"Video","StÛ≥ wideo"
STR_DN_RADIO,"R·dio","Radio"
STR_DN_PHONEHANG,"Telefon","Telefon"
STR_DN_PHONEBASE,"Telefon bez sluch·tka","Telefon bez s≥uchawki"
STR_DN_CAMERA,"Kamera","Kamera"
STR_DN_COMPUTER,"PoËÌtaË","Komputer"
STR_DN_TRIPOD,"Trojnoûka","TrÛjnÛg"
STR_DN_REST,"Podloûka","PodpÛrka"
STR_DN_BALL,"MÌË","Pi≥ka"
STR_DN_SPHERE_10000,"Koule 10000","Kula 10000"
STR_DN_CRAWLING,"PodlejzaËka","∆wiczenie czo≥gania"
STR_DN_TRAINING_2,"TrÈnink 2","∆wiczenie 2"
STR_DN_TRAINING_3,"TrÈnink 3","∆wiczenie 3"
STR_DN_TRAINING_4,"TrÈnink 4","∆wiczenie 4"
STR_DN_PALLET,"Paleta","Paleta"
STR_DN_PALLET_A,"Paleta A","Paleta A"
STR_DN_PALLETS_C,"Palety C","Palety"
STR_DN_JEEP_WRECK_1,"Vrak dûÌpu 1","Wrak døipa 1"
STR_DN_JEEP_WRECK_2,"Vrak dûÌpu 2","Wrak døipa 2"
STR_DN_JEEP_WRECK_3,"Vrak dûÌpu 3","Wrak døipa 3"
STR_DN_M113_WRECK,"Vrak M113","Wrak M113"
STR_DN_URAL_WRECK,"Vrak Uralu","Wrak Urala"
STR_DN_BODY,"Mrtvola","Cia≥o"
STR_DN_SHED,"MaskovacÌ sÌù","KryjÛwka"
STR_DN_OFFICE,"Kancel·¯","Biuro"
STR_DN_BARRACKS,"Kas·rna","Koszary"
STR_DN_HANGAR,"Hang·r","Hangar"
STR_DN_HANGAR_HALL,"Hala hang·ru","Hala hangaru"
STR_DN_HANGAR_OFFICE,"Kancel·¯ hang·ru","Biuro hangaru"
STR_DN_SHED_SMALL,"KontrolnÌ stanoviötÏ","Ma≥a kryjÛwka"
STR_DN_FOUNTAIN,"Kaöna","Fontanna"
STR_DN_HELI_H,"H","H"
STR_DN_HELI_H_EMPTY,"H (neviditelnÈ)","H (niewidzialne)"
STR_DN_OF_LOGO,"OF Logo","OF Logo"
STR_DN_EMPTY,"Nic","Nic"

STR_DN_FROG,"é·ba","Øaba"
STR_DN_FROGS,"é·by","Øaby"
STR_DN_ALARM,"Poplach","Alarm"
STR_DN_BIRDSING,"Pt·Ëek zpÏv·Ëek","Ptak úpiewajπcy"
STR_DN_CRICKET1,"CvrËek 1","åwierszcz 1"
STR_DN_CRICKET2,"CvrËek 2","åwierszcz 2"
STR_DN_CRICKET3,"CvrËek 3","åwierszcz 3"
STR_DN_CRICKET4,"CvrËek 4","åwierszcz 4"
STR_DN_DOG,"Pes","Pies"
STR_DN_COCK,"Kohout","Kogut"
STR_DN_CHICKEN,"Slepice","Kurczak"
STR_DN_STREAM,"Potok","Potok"
STR_DN_OWL,"Sova","Sowa"
STR_DN_COW,"Kr·va","Krowa"
STR_DN_SORROW_DOG,"Smutn˝ pes","Smutny pies"
STR_DN_BAD_DOG,"Zl˝ pes","Z≥y pies"
STR_DN_LITTLE_DOG,"Pejsek","Piesek"
STR_DN_RAIN,"DÈöù","Deszcz"
STR_DN_SEA,"Mo¯e","Morze"
STR_DN_MEADOWS,"Louka","£πka"
STR_DN_TREES,"Stromy","Drzewa"
STR_DN_HILLS,"Kopce","WzgÛrza"
STR_DN_TRACTOR,"Traktor","Traktor"
STR_DN_WOLF,"Vlk","Wilk"
STR_DN_CROW,"Vr·na","Wrona"
STR_DN_MUSIC,"Flaöinet","Muzyka"

COMMENT,"N·zvy objekt˘","Nazwy obiektÛw na ekranie"
STR_DN_TREE,"Strom","Drzewo"
STR_DN_BUSH,"Ke¯","Krzak"
STR_DN_CROSS,"K¯Ìû","Krzyø"
STR_DN_ROCK,"Sk·la","Ska≥a"
STR_DN_FOREST,"Les","Las"

COMMENT,"N·zvy zbranÌ","Nazwy broni na ekranie"
STR_DN_GUN,"DÏlo","Dzia≥o"
STR_DN_SHELL,"HEAT","Kumulac. pocisk ppanc."
STR_MN_SHELL,"HEAT","Kumulac. pocisk ppanc."
STR_SN_SHELL,"HEAT","Kumulac. pocisk ppanc."
STR_DN_HEAT,"Sabot","Sabot"
STR_MN_HEAT,"Sabot","Sabot"
STR_SN_HEAT,"Sabot","Sabot"
STR_DN_MGUN,"Kulomet","Kaem"
STR_MN_MGUN,"Kulomet","Kaem"
STR_SN_MGUN,"Kulomet","Kaem"
STR_DN_RIFLE,"Puöka","Karabin"
STR_MN_RIFLE,"Z·s. puöky","Magazynek do karabinu"
STR_SN_RIFLE,"Puöka","Karabin"
STR_DN_FIST,"PÏst","PiÍúÊ"
STR_MN_FIST,"PÏst","PiÍúÊ"
STR_SN_FIST,"PÏst","PiÍúÊ"
STR_DN_STRIKE,"⁄der","Cios"
STR_MN_STRIKE,"⁄der","Cios"
STR_SN_STRIKE,"⁄der","Cios"
STR_DN_M16,"M16","M16"
STR_MN_M16,"Z·s. M16","Magazynek M16"
STR_SN_M16,"M16","M16"
STR_DN_M16_BURST,"M16 d·vka","Seria M16"
STR_DN_M4,"XM-177E2","XM-177E2"
STR_MN_M4,"Z·s. XM-177E2","Magazynek XM-177E2"
STR_SN_M4,"XM","XM"
STR_DN_M4_AUTO,"XM-177E2 automat","XM-177E2 automat"
STR_DN_AK47,"AK47","AK47"
STR_MN_AK47,"Z·s. AK47","Magazynek AK47"
STR_SN_AK47,"AK47","AK47"
STR_DN_AK47_BURST,"AK47 d·vka","Seria AK47"
STR_DN_AK47_AUTO,"AK47 automat","AK47 automat"
STR_DN_AK47_CZ,"AK47 CZ","AK47 CZ"
STR_DN_AK74,"AK74","AK74"
STR_MN_AK74,"Z·s. AK74","Magazynek AK74"
STR_SN_AK74,"AK74","AK74"
STR_DN_AK74_BURST,"AK74 d·vka","Seria AK74"
STR_DN_AK74_AUTO,"AK74 automat","AK74 automat"
STR_DN_AK74_SU,"AK74 SU","AK74 SU"
STR_DN_HK,"HK","HK"
STR_MN_HK,"Z·s. HK","Magazynek HK"
STR_SN_HK,"HK","HK"
STR_DN_HK_AUTO,"HK automat","HK automat"
STR_DN_SNIPER_RIFFLE,"Ost¯elovaËka","Karabin snajperski"
STR_DN_M21,"M21","M21"
STR_MN_M21,"Z·s. M21","Magazynek M21"
STR_SN_M21,"M21","M21"
STR_DN_SVD,"SVD Dragunov","SVD Dragunow"
STR_MN_SVD,"Z·s. SVD Dragunov","Magazynek SVD Dragunow"
STR_SN_SVD,"SVD","SVD"
STR_DN_BINOCULAR,"Dalekohled","Lornetka"
STR_DN_NV_GOGGLES,"Br˝le NV","Okulary noktowizyjne"
STR_DN_M60_MG,"M60","M60"
STR_MN_M60_MG,"Z·s. M60","Magazynek M60"
STR_SN_M60_MG,"M60","M60"
STR_DN_PK,"PK","PK"
STR_MN_PK,"Z·s. PK","Magazynek PK"
STR_SN_PK,"PK","PK"
STR_DN_MG30,"30mm kanÛn","Dzia≥ko 30mm"
STR_MN_MG30,"30mm kanÛn","Dzia≥ko 30mm"
STR_SN_MG30,"30mm kanÛn","Dzia≥ko 30mm"
STR_DN_AZP23,"AZP-23","AZP-23"
STR_MN_AZP23,"AZP-23","AZP-23"
STR_SN_AZP23,"AZP-23","AZP-23"
STR_DN_GRENADE,"Gran·tomet","Granatnik"
STR_MN_GRENADE,"Gran·t","Granat"
STR_SN_GRENADE,"Gran·t","Granat"
STR_DN_RIFLE_GRENADE,"Puöka s gran·tometem","Karabin z granatnikiem"
STR_DN_M16_GRENADE,"M16 + M203","M16 + M203"
STR_DN_M203,"Raketomet M203","Wyrzutnia M203"
STR_DN_AK47_GRENADE,"AK47 + gran·tomet","AK47 + granatnik"
STR_DN_AK74_GRENADE,"AK74 + gran·tomet","AK74 + granatnik"
STR_DN_MORTAR_W,"Minomet","Moüdzierz"
STR_MN_MORTAR_W,"Minomet","Moüdzierz"
STR_SN_MORTAR_W,"Minomet","Moüdzierz"
STR_DN_FLARE,"SvÏtlice","Flara"
STR_MN_FLARE,"SvÏtlice","Flara"
STR_SN_FLARE,"SvÏtlice","Flara"
STR_DN_FLARE_GREEN,"SvÏtlice (zelen·)","Flara (zielona)"
STR_MN_FLARE_GREEN,"SvÏtlice (zelen·)","Flara (zielona)"
STR_SN_FLARE_GREEN,"SvÏtlice","Flara"
STR_DN_FLARE_RED,"SvÏtlice (Ëerven·)","Flara (czerwona)"
STR_MN_FLARE_RED,"SvÏtlice (Ëerven·)","Flara (czerwona)"
STR_SN_FLARE_RED,"SvÏtlice","Flara"
STR_DN_FLARE_YELLOW,"SvÏtlice (ûlut·)","Flara (øÛ≥ta)"
STR_MN_FLARE_YELLOW,"SvÏtlice (ûlut·)","Flara (øÛ≥ta)"
STR_SN_FLARE_YELLOW,"SvÏtlice","Flara"
STR_DN_THROW,"Hod","Rzut"
STR_DN_HAND_GRENADE,"RuËnÌ gran·t","Granat rÍczny"
STR_MN_HAND_GRENADE,"RuËnÌ gran·t","Granat rÍczny"
STR_SN_HAND_GRENADE,"RuË.gr.","Gr.r."
STR_DN_SMOKE,"D˝movnice","Pocisk dymny"
STR_MN_SMOKE,"D˝movnice","Pocisk dymny"
STR_SN_SMOKE,"D˝m.","Dym"
STR_DN_SMOKE_RED,"D˝movnice (Ëerven·)","Pocisk dymny (czerwony)"
STR_MN_SMOKE_RED,"D˝movnice (Ëerven·)","Pocisk dymny (czerwony)"
STR_SN_SMOKE_RED,"D˝m.","Dym"
STR_DN_SMOKE_GREEN,"D˝movnice (zelen·)","Pocisk dymny (zielony)"
STR_MN_SMOKE_GREEN,"D˝movnice (zelen·)","Pocisk dymny (zielony)"
STR_SN_SMOKE_GREEN,"D˝m.","Dym"
STR_DN_PUT,"PoloûenÌ","Pod≥Ûø"
STR_DN_TIME_BOMB,"»asovan· bomba","Bomba zegarowa"
STR_MN_TIME_BOMB,"»asovan· bomba","Bomba zegarowa"
STR_SN_TIME_BOMB,"»as.","Czas"
STR_DN_MINE,"Mina","Mina"
STR_MN_MINE,"Mina","Mina"
STR_SN_MINE,"Mina","Mina"
STR_DN_PIPE_BOMB,"N·loûe","£adunki w pakiecie"
STR_MN_PIPE_BOMB,"N·loûe","£adunki w pakiecie"
STR_SN_PIPE_BOMB,"Bomba","Bomba"
STR_DN_LAW,"Raketomet LAW","Wyrzutnia LAW"
STR_MN_LAW,"LAW","LAW"
STR_SN_LAW,"LAW","LAW"
STR_DN_RPG,"Raketomet RPG Nh-75","Wyrzutnia RPG Nh-75"
STR_MN_RPG,"RPG Nh-75","RPG Nh-75 "
STR_SN_RPG,"RPG Nh-75","RPG Nh-75 "
STR_DN_CARL_GUSTAV,"Raketomet Carl Gustav","Wyrzutnia Carl Gustav"
STR_MN_CARL_GUSTAV,"Carl Gustav","Carl Gustav"
STR_SN_CARL_GUSTAV,"Carl Gustav","Carl Gustav"
STR_DN_AT4,"Raketomet AT4","Wyrzutnia AT4"
STR_MN_AT4,"AT4","AT4"
STR_SN_AT4,"AT4","AT4"
STR_DN_AA,"AA raketomet","Wyrzutnia AA"
STR_MN_AA,"AA","AA"
STR_SN_AA,"AA","AA"
STR_DN_9K32,"Raetomet 9K32 Strela","Wyrzutnia 9K32 Stre≥a"
STR_MN_9K32,"9K32 Strela ","9K32 Stre≥a"
STR_SN_9K32,"9K32","9K32"
STR_DN_AT3,"Raketomet AT3","Wyrzutnia AT3"
STR_MN_AT3,"AT3","AT3"
STR_SN_AT3,"AT3","AT3"
STR_DN_TOW,"TOW","TOW"
STR_MN_TOW,"TOW","TOW"
STR_SN_TOW,"TOW","TOW"
STR_DN_FFAR,"FFAR","FFAR"
STR_MN_FFAR,"FFAR","FFAR"
STR_SN_FFAR,"FFAR","FFAR"
STR_DN_ROCKET_57,"57mm raketa","Rakieta 57mm"
STR_MN_ROCKET_57,"57mm raketa","Rakieta 57mm"
STR_SN_ROCKET_57,"57mm raketa","Rakieta 57mm"
STR_DN_AT6,"AT6","AT6"
STR_MN_AT6,"AT6","AT6"
STR_SN_AT6,"AT6","AT6"
STR_DN_MAVERICK,"Maverick","Maverick"
STR_MN_MAVERICK,"Maverick","Maverick"
STR_SN_MAVERICK,"Maverick","Maverick"
STR_DN_HORN,"Klakson","Klakson"
STR_DN_PHONE,"Telefon","Telefon"

COMMENT,"SvÏtovÈ strany","Strony úwiata"
STR_Q_NORTH,"SevernÏ","PÛ≥noc"
STR_Q_NORTH_EAST,"Severov˝chodnÏ","PÛ≥nocny wschÛd"
STR_Q_EAST,"V˝chodnÏ","WschÛd"
STR_Q_SOUTH_EAST,"Jihov˝chodnÏ","Po≥udniowy wschÛd"
STR_Q_SOUTH,"JiûnÏ","Po≥udnie"
STR_Q_SOUTH_WEST,"Jihoz·pandÏ","Po≥udniowy zachÛd"
STR_Q_WEST,"Z·padnÏ","ZachÛd"
STR_Q_NORTH_WEST,"Severoz·padnÏ","PÛ≥nocny zachÛd"

COMMENT,"VÏty r·diovÈho protokolu","Wypowiedzi przez radio"
STR_SENT_UNIT_KILLED_1,"%1.1 TO KOUPIL","%1.1-KA OBERWA£!"
STR_SENT_UNIT_KILLED_2,"DO HAJZLU, %1.1 TO M¡ ZA SEBOU","CHOLERA! %1.1-KA DOSTA£!"
STR_SENT_UNIT_KILLED_3,"SAKRA.... %1.1... JE TUHEJ!","O, NIE.... %1.1-KA... NIE ØYJE!"
STR_SENT_SUPPORT_ASK_HEAL_1,"ZDRAVOTNÕK! POZICE %1","LEKARZ! POZYCJA %1"
STR_SENT_SUPPORT_ASK_REPAIR_1,"NUTN¡ OPRAVA, POZICE %1","NAPRAWA! POZYCJA %1"
STR_SENT_SUPPORT_ASK_REFUEL_1,"POTÿEBUJEME PALIVO, POZICE %1","PALIWO! POZYCJA %1"
STR_SENT_SUPPORT_ASK_REARM_1,"POTÿEBUJEME MUNICI, POZICE %1","AMUNICJA NA POZYCJ  %1"
STR_SENT_SUPPORT_CONFIRM_1,"%1, JEDEME K V¡M. POZICE %2","%1, JEDZIEMY DO WAS. POZYCJA %2"
STR_SENT_SUPPORT_READY_1,"POZICE %2, PODPORA  - %1","POZYCJA %2, WSPIERA %1"
STR_SENT_SUPPORT_DONE_1,"PODPORA HOTOVO","WSPARCIE WYPE£NIONE"
STR_SENT_HEALTH_CRITICAL_1,"DOSTAL JSEM TO","RANNY"
STR_SENT_DAMMAGE_CRITICAL_1,"JE TO SE MNOU V¡éN…","CI ØKO RANNY"
STR_SENT_FUEL_CRITICAL_1,"DOäLO MI PALIVO","BRAK PALIWA"
STR_SENT_FUEL_LOW_1,"DOCH¡ZÕ MI PALIO","KO—CZY SI  PALIWO"
STR_SENT_AMMO_CRITICAL_1,"DOäLA MI MUNICE","BRAK AMUNICJI"
STR_SENT_AMMO_LOW_1,"DOCH¡ZÕ MI MUNICE","KO—CZY SI  AMUNICJA"
STR_SENT_REPORT_POSITION_1,"POZICE %2","POZYCJA %2"
STR_SENT_IS_LEADER_1,"PÿEBÕR¡M VELENÕ","PRZEJMUJ  DOWODZENIE"
STR_SENT_IS_LEADER_2,"TADY %1: PÿEBÕR¡M VELENÕ. OPAKUJI. %1 PÿEBÕR¡M VELENÕ. KONEC.","TUTAJ %1: PRZEJMUJE DOWODZENIE. POWTARZAM. %1 PRZEJMUJE DOWODZENIE. KONIEC"
STR_SENT_COMMAND_COMPLETED_1,"HOTOVO","GOTOWY"
STR_SENT_COMMAND_COMPLETED_2,"»EK¡M NA ROZKAZ","CZEKAM NA ROZKAZY"
STR_SENT_FIRE_READY_1,"K PALBÃ PÿIPRAVEN","GOTOWY DO STRZA£U"
STR_SENT_FIRE_NEGATIVE_1,"NEMŸéU STÿÕLET","NIE MOG  STRZELA∆"
STR_SENT_COMMAND_FAILED_1,"NELZE SPLNIT","ODMOWA"
STR_SENT_DESTINATION_UNREACHEABLE_1,"NEDOSTANU SE TAM","NIE DOSTAN  SI  TAM"
STR_SENT_ENEMY_DETECTED_1,"%3, %4 %2, %5","%3, %4 %2, %5"
STR_SENT_ENEMY_DETECTED_2,"%3, %2, %5","%3, %2, %5"
STR_SENT_ENEMY_DETECTED_FAR_1,"%3, %4 %2, %5","%3, %4 %2, %5"
STR_SENT_ENEMY_DETECTED_FAR_2,"%3, %2, %5","%3, %2, %5"
STR_SENT_ENEMY_DETECTED_SIMPLE_1,"%3, %2, %5","%3, %2, %5"
STR_SENT_ENEMY_DETECTED_SIMPLE_FAR_1,"%3, %2","%3, %2"
STR_SENT_OBJECT_DESTROYED_1,"DOSTAL JSEM HO, äMEJDA","MAM GO"
STR_SENT_OBJECT_DESTROYED_2,"%2 TO M¡ ZA SEBOU","%2 TO JUØ HISTORIA"
STR_SENT_OBJECT_DESTROYED_UNKNOWN_1,"JE PO NÃM","MAM GO"
STR_SENT_CONTACT_1,"KONTAKT","STYCZNOå∆"
STR_SENT_UNDER_FIRE_1,"SAKRA, JSME POD PALBOU","POD OSTRZA£EM"
STR_SENT_CLEAR_1,"»IST› VZDUCH","CZYSTO"
STR_SENT_REPEAT_COMMAND_1,"OPAKUJTE","POWT”RZ"
STR_SENT_WHERE_ARE_YOU_1,"KDE JSTE?","GDZIE JESTEå?"
STR_SENT_RETURN_TO_FORMATION_1,"%1, ZP¡TKY DO FORMACE","%1, POWR”T DO SZYKU"
STR_SENT_RETURN_TO_FORMATION_2,"%1, ZAPADNÃTE DO FORMACE","%1, WR”∆ DO SZYKU"
STR_SENT_FORM_COLUMN_1,"FORMACE KOLONA","TW”RZ KOLUMN "
STR_SENT_FORM_STAGGERED_COLUMN_1,"FORMACE DVOJSTUP","FORMUJ KOLUMN  ROZPROSZON•"
STR_SENT_FORM_WEDGE_1,"FORMACE KLÕN","FORMUJ KLIN"
STR_SENT_FORM_ECHOLON_LEFT_1,"SLED VLEVO ZA MNOU","FORMUJ SCHODY W LEWO"
STR_SENT_FORM_ECHOLON_RIGHT_1,"SLED VPRAVO ZA MNOU","FORMUJ SCHODY W PRAWO"
STR_SENT_FORM_VEE_1,"FORMACE V…»KO","FORMUJ ROMB"
STR_SENT_FORM_LINE_1,"FORMACE ROJNICE","FORMUJ SZEREG"
STR_SENT_BEHAVIOUR_CARELESS_1,"%1, DEJTE SI VORAZ","%1, BACZNOå∆!"
